recap_id,game_id,text
138,100138,"The Baton Rouge Falcons hosted the Tulsa Admirals on November 18, 2025. The Tulsa Admirals topped the Baton Rouge Falcons, 101-99. For the winners, Rutledge scored 22 points. Thackeray scored 20 points to lead the Baton Rouge Falcons. The Tulsa Admirals led 53-45 at the half after two competitive quarters. The Tulsa Admirals erased a 2-point hole along the way to close out the win. Rutledge delivered the decisive go-ahead score for the Tulsa Admirals down the stretch. Castellano dished out a team-high 5 assists. The Tulsa Admirals' largest lead of the game was 14 points."
139,100139,"The Newark Mustangs trailed by just 1 point before Maurice Sheffield's go-ahead bucket put them ahead for good, and they ran away from there to beat the Boise Glaciers 137-114 at home on November 19, 2025. Brennan scored 25 for the winners while Montgomery countered with 32 for Boise, and Newark's 68-53 halftime lead eventually stretched to 32 points. Ashton Sheffield battled foul trouble as the Mustangs connected on 19 threes in the rout. Newark's shooting from deep buried Boise early, and the Mustangs never let the Glaciers climb back into it."
140,100140,"On the road on November 19, 2025, the REN took on the ALE at the Albuquerque Lancers' arena. The ALE beat the REN, 123-110. Holloway paced the Albuquerque Lancers attack, scoring 28 points. Reno Ridgebacks scorer Delgado put up 27 points. At the break, the Albuquerque Lancers were up 59-52 after the opening two quarters. At no point during the contest did the Albuquerque Lancers trail. The Reno Ridgebacks gave the ball away 12 times. The Albuquerque Lancers opened up a 25-point advantage at one point in the game."
141,100141,"The Austin Sentinels visited the Buffalo Marshals on November 19, 2025. The Buffalo Marshals came away with a 117-104 victory over the Austin Sentinels. Thornton led the Buffalo Marshals with 27 points. Pruitt paced the Austin Sentinels with 20 points despite the loss. At the break, the Buffalo Marshals were up 66-51 after the opening two quarters. The Buffalo Marshals trailed by 9 points at one stage before pulling away for good. It was Mercer who put the Buffalo Marshals ahead for good late in the fourth. The Buffalo Marshals bench chipped in 21 points. Pruitt and Redmond spent stretches of the game in foul trouble."
142,100142,"The Honolulu Miners hosted the Raleigh Wardens on November 19, 2025. The Honolulu Miners came away with a 130-120 victory over the Raleigh Wardens. Sinclair was the top scorer for the Honolulu Miners, going for 29 points. Emerson scored 31 points to lead the Raleigh Wardens. The Honolulu Miners led 68-61 at the half after two competitive quarters. The Honolulu Miners erased a 3-point hole along the way to close out the win. The go-ahead bucket late in the game came from Sinclair of the Honolulu Miners. Sinclair recorded a double-double at 29 points and 10 assists. The Honolulu Miners led by up to 17 points along the way to the win."
143,100143,"Tied 53-53 at the half, the Baton Rouge Falcons trailed by 1 point before Kamari Thackeray delivered the decisive go-ahead score that carried them past the host Fresno Bison 114-110 on November 19, 2025. Thackeray's 35 points topped all scorers, Pruitt answered with 30 for Fresno, and the lead changed hands 5 times before Baton Rouge finally came out on top by 4. Barnett and Kirby both picked up fouls in the tight, back-and-forth finish. It was a tight, tense finish that Baton Rouge finally settled once Thackeray delivered in the clutch."
144,100144,"The Jacksonville Cobras visited the Cheyenne Pioneers on November 19, 2025. The Jacksonville Cobras came away with a 132-122 victory over the Cheyenne Pioneers. Wolfe paced the Jacksonville Cobras attack, scoring 32 points. For the Cheyenne Pioneers, Bellamy scored a team-high 40 points. It was even, 66-66, at the break following a back-and-forth opening half. The Jacksonville Cobras rallied back from a 9-point deficit to come away with the win. The go-ahead bucket late in the game came from Nash of the Jacksonville Cobras. Lockhart, normally in the rotation for the Jacksonville Cobras, did not play. Foul trouble was an issue at times for Wolfe."
145,100145,"Devonte Nash put the Nashville Tempest ahead for good late in the fourth after Nashville had trailed by as many as 14 points to the visiting Missoula Anchors on November 19, 2025, eventually escaping with a 115-112 win. Nash led all scorers with 28 points, Castellano answered with a team-high 31 for Missoula, and the Anchors had actually carried a 60-51 lead into the break. Emerson grabbed a game-high 9 rebounds, and Nashville's largest lead of the night reached only 4 points."
146,100146,"On the road on November 20, 2025, the MIS took on the SPO at the Spokane Outlaws' arena. The Spokane Outlaws won, 122-95, over the Missoula Anchors. Spokane Outlaws scorer Ellison-Reyes finished with a game-high 37 points. Thackeray scored 21 points to lead the Missoula Anchors. At halftime, the Spokane Outlaws were ahead 65-45 following the first two periods. The Spokane Outlaws never trailed at any point in the game. Distributing the ball, Ellison-Reyes finished with 7 assists. Oakley picked up enough fouls during the game to be in foul trouble."
147,100147,"The Tulsa Admirals hosted the Honolulu Miners on November 20, 2025. The Honolulu Miners defeated the Tulsa Admirals by a score of 118-104. Zimmer led the Honolulu Miners with 31 points. Tulsa Admirals scorer Radford put up 35 points. The Honolulu Miners held a 59-49 edge at the half of a closely contested game. After facing a 5-point deficit earlier in the game, the Honolulu Miners came all the way back. The go-ahead bucket late in the game came from Sinclair of the Honolulu Miners. The Honolulu Miners made 10 three-pointers as a team. Vasquez and Ocampo picked up enough fouls during the game to be in foul trouble."
148,100148,"The Austin Sentinels visited the Cincinnati Stallions on November 20, 2025. The Cincinnati Stallions came away with a 108-100 victory over the Austin Sentinels. McAllister led the Cincinnati Stallions with 30 points. On the losing side, Pruitt scored 26 points. The Austin Sentinels took a 51-47 lead into the locker room at the break. Down by as many as 6 points during the game, the Cincinnati Stallions still found a way to win. The go-ahead bucket late in the game came from McAllister of the Cincinnati Stallions. 15 turnovers plagued the Austin Sentinels. At one stretch of the game, the Cincinnati Stallions were ahead by 11 points."
149,100149,"On the road on November 21, 2025, the TAC took on the REN at the Reno Ridgebacks' arena. The Reno Ridgebacks won, 121-116, over the Tacoma Talons. Delgado was the top scorer for the Reno Ridgebacks, going for 25 points. Sutter scored 30 points to lead the Tacoma Talons. The Tacoma Talons held a 62-57 edge at the half of a closely contested game. The Reno Ridgebacks rallied back from a 8-point deficit to come away with the win. The go-ahead bucket late in the game came from Easton of the Reno Ridgebacks. The Reno Ridgebacks bench unit produced 31 points. The lead changed hands 5 times during the course of the game."
150,100150,"On the road on November 21, 2025, the GRA took on the CHE at the Cheyenne Pioneers' arena. The Cheyenne Pioneers topped the Grand Rapids Drifters, 150-147. For the winners, Bellamy scored 47 points. Rivera paced the Grand Rapids Drifters with 27 points despite the loss. The Cheyenne Pioneers held a 75-70 edge at the half of a closely contested game. After facing a 3-point deficit earlier in the game, the Cheyenne Pioneers came all the way back. Thornton provided the go-ahead points for the Cheyenne Pioneers in the closing minutes. It was a double-double night for Quigley: 21 points, 12 rebounds. Salazar and Radford spent stretches of the game in foul trouble."
151,100151,"The Boise Glaciers visited the Spokane Outlaws on November 21, 2025. The SPO beat the BOI, 113-105. Ellison-Reyes paced the Spokane Outlaws attack, scoring 40 points. Boise Glaciers scorer McAllister put up 31 points. The Spokane Outlaws led 55-50 at the half after two competitive quarters. The Spokane Outlaws never trailed at any point in the game. It finished as a 8-point game. The Spokane Outlaws built a lead as big as 13 points during the game."
152,100152,"The Austin Sentinels hosted the El Paso Ospreys on November 21, 2025. The final score was El Paso Ospreys 124, Austin Sentinels 109. El Paso Ospreys scorer Zimmer finished with a game-high 28 points. Marlow paced the Austin Sentinels with 19 points despite the loss. At the break, the Austin Sentinels were up 59-58 after the opening two quarters. The El Paso Ospreys trailed by 6 points at one stage before pulling away for good. It was Carver who put the El Paso Ospreys ahead for good late in the fourth. The El Paso Ospreys were without regular contributor Quigley. It was a back-and-forth affair, with 8 lead changes along the way."
153,100153,"On November 21, 2025, the Anchorage Herons welcomed the Raleigh Wardens at home. The final score was Anchorage Herons 122, Raleigh Wardens 112. Wolfe was the top scorer for the Anchorage Herons, going for 33 points. On the losing side, Quigley scored 23 points. The Anchorage Herons led 65-54 at the half after two competitive quarters. The Anchorage Herons did not trail at any point in the game. Wolfe paced the glass work with 15 boards. The Anchorage Herons opened up a 16-point advantage at one point in the game."
154,100154,"On November 22, 2025, the Cheyenne Pioneers traveled to face the Honolulu Miners. The Honolulu Miners came away with a 140-126 victory over the Cheyenne Pioneers. Sinclair led the Honolulu Miners with 37 points. Kirby scored 34 points to lead the Cheyenne Pioneers. At halftime, the Honolulu Miners were ahead 71-55 following the first two periods. At no point during the contest did the Honolulu Miners trail. Emerson recorded 12 assists in the win. The Honolulu Miners built a lead as big as 19 points during the game."
155,100155,"The Bakersfield Wranglers controlled every minute on November 22, 2025, taking a 59-57 edge into the break at home before running away from the Tulsa Admirals 121-98. Yates paced the Wranglers with 42 points, Radford answered with 21 for Tulsa, and Bakersfield knocked down 19 shots from beyond the arc while stretching its lead to 24 points at one stretch of the game. Bakersfield's shooting from deep buried Tulsa early, and the Wranglers never let the Admirals back into contention."
156,100156,"On November 22, 2025, the Fresno Bison welcomed the Spokane Outlaws at home. The SPO beat the FRE, 126-107. Ellison-Reyes led the Spokane Outlaws with 30 points. Ellison paced the Fresno Bison with 25 points despite the loss. At the break, the Fresno Bison were up 58-57 after the opening two quarters. The Spokane Outlaws erased a 6-point hole along the way to close out the win. Sutter provided the go-ahead points for the Spokane Outlaws in the closing minutes. The Fresno Bison coughed it up 19 times. The Spokane Outlaws opened up a 19-point advantage at one point in the game."
157,100157,"The Nashville Tempest visited the El Paso Ospreys on November 22, 2025. The El Paso Ospreys won, 117-113, over the Nashville Tempest. Salazar topped all scorers for the El Paso Ospreys with 35 points. Ashby scored 29 points to lead the Nashville Tempest. The El Paso Ospreys led 61-60 at the half after two competitive quarters. Down by as many as 6 points during the game, the El Paso Ospreys still found a way to win. Carver delivered the decisive go-ahead score for the El Paso Ospreys down the stretch. The El Paso Ospreys got 29 points off the bench. The El Paso Ospreys built a lead as big as 10 points during the game."
158,100158,"On the road on November 23, 2025, the FRE took on the RIC at the Richmond Kestrels' arena. The FRE beat the RIC, 131-116. For the winners, Ellison scored 55 points. Gallagher scored 26 points to lead the Richmond Kestrels. Heading into halftime, the Fresno Bison led 66-56 through two quarters of play. The Fresno Bison trailed by 4 points at one stage before pulling away for good. It was Nash who put the Fresno Bison ahead for good late in the fourth. The Fresno Bison won it by 15. 15 lead changes kept the outcome in doubt until late in the game."
159,100159,"The Cheyenne Pioneers hosted the Des Moines Vultures on November 23, 2025. The Cheyenne Pioneers defeated the Des Moines Vultures by a score of 152-128. Cheyenne Pioneers scorer Bellamy finished with a game-high 35 points. Redmond led the Des Moines Vultures with 27 points in the loss. The Cheyenne Pioneers took a 70-63 lead into the locker room at the break. The Cheyenne Pioneers led wire-to-wire from the opening tip. The Cheyenne Pioneers won it by 24. Kirby and Lockhart and Gentry battled foul trouble for stretches of the game."
160,100160,"On November 23, 2025, the Reno Ridgebacks traveled to face the Columbus Voyagers. The Reno Ridgebacks topped the Columbus Voyagers, 135-133. Kirby topped all scorers for the Reno Ridgebacks with 31 points. For the Columbus Voyagers, Vance scored a team-high 26 points. The Reno Ridgebacks took a 71-70 lead into the locker room at the break. The Reno Ridgebacks overcame a 8-point deficit at one stage to win the game. The go-ahead bucket late in the game came from Kirby of the Reno Ridgebacks. Whitaker did not suit up for the Reno Ridgebacks. The Reno Ridgebacks opened up a 10-point advantage at one point in the game."
161,100161,"On November 23, 2025, the BOI and the ALB met, with the Albany Condors on the road. The BOI beat the ALB, 119-115. McAllister led the Boise Glaciers with 39 points. On the losing side, Easton scored 41 points. At the break, the Boise Glaciers were up 63-56 after the opening two quarters. The Boise Glaciers controlled the game from start to finish, never trailing. The go-ahead bucket late in the game came from Keller of the Boise Glaciers. No one out-rebounded Rutledge, who grabbed 18. Foul trouble limited Sawyer for parts of the game."
162,100162,"On November 24, 2025, the Louisville Nomads welcomed the Baton Rouge Falcons at home. The Louisville Nomads topped the Baton Rouge Falcons, 122-110. Garner topped all scorers for the Louisville Nomads with 33 points. Navarro paced the Baton Rouge Falcons with 31 points despite the loss. Heading into halftime, the Louisville Nomads led 63-55 through two quarters of play. The Louisville Nomads never trailed at any point in the game. Vance recorded 18 assists in the win. Kirby and Garner battled foul trouble for stretches of the game."
163,100163,"On the road on November 24, 2025, the HON took on the SPO at the Spokane Outlaws' arena. The Spokane Outlaws came away with a 121-92 victory over the Honolulu Miners. For the winners, Ellison-Reyes (KER) scored 30 points. For the Honolulu Miners, Sinclair scored a team-high 19 points. At halftime, the Spokane Outlaws were ahead 57-43 following the first two periods. The Spokane Outlaws overcame a 2-point deficit at one stage to win the game. Radford delivered the decisive go-ahead score for the Spokane Outlaws down the stretch. The Spokane Outlaws knocked down 12 shots from deep. The Spokane Outlaws led by as many as 36 points at one stage of the game."
164,100164,"On November 24, 2025, the Fresno Bison traveled to face the Albany Condors. The final score was Albany Condors 121, Fresno Bison 118. Easton topped all scorers for the Albany Condors with 33 points. For the Fresno Bison, Ellison scored a team-high 37 points. The Albany Condors took a 60-56 lead into the locker room at the break. The Albany Condors erased a 4-point hole along the way to close out the win. The go-ahead bucket late in the game came from Navarro of the Albany Condors. The Fresno Bison coughed it up 13 times. The game featured 12 lead changes before it was finally decided."
165,100165,"On November 24, 2025, the Tulsa Admirals welcomed the Grand Rapids Drifters at home. The TUL beat the GRA, 143-130. Tulsa Admirals scorer Carver finished with a game-high 29 points. On the losing side, Lockhart scored 28 points. Heading into halftime, the Tulsa Admirals led 68-64 through two quarters of play. After facing a 9-point deficit earlier in the game, the Tulsa Admirals came all the way back. Carver hit the go-ahead jumper late in the fourth quarter. The Tulsa Admirals bench chipped in 51 points. At one stretch of the game, the Tulsa Admirals were ahead by 19 points."
166,100166,"On November 24, 2025, the El Paso Ospreys traveled to face the Albuquerque Lancers. The Albuquerque Lancers came away with a 121-110 victory over the El Paso Ospreys. For the winners, Donnelly scored 24 points. On the losing side, Carver scored 25 points. The Albuquerque Lancers held a 59-54 edge at the half of a closely contested game. After facing a 1-point deficit earlier in the game, the Albuquerque Lancers came all the way back. Donnelly hit the go-ahead jumper late in the fourth quarter. It was a double-double night for Dalton: 14 points, 6 rebounds. The Albuquerque Lancers led by up to 18 points along the way to the win."
167,100167,"On November 24, 2025, the Boise Glaciers traveled to face the Cheyenne Pioneers. The Boise Glaciers topped the Cheyenne Pioneers, 120-113. McAllister paced the Boise Glaciers attack, scoring 35 points. Kirby led the Cheyenne Pioneers with 27 points in the loss. The Boise Glaciers took a 60-56 lead into the locker room at the break. The Boise Glaciers overcame a 5-point deficit at one stage to win the game. Emerson came up with the go-ahead basket in the final stretch of the game. It finished as a 7-point game. The two teams traded the lead 16 times during the contest."
168,100168,"The Austin Sentinels hosted the Anchorage Herons on November 24, 2025. The Anchorage Herons came away with a 125-115 victory over the Austin Sentinels. Fairbanks topped all scorers for the Anchorage Herons with 29 points. On the losing side, Whitaker scored 26 points. The Anchorage Herons held a 64-58 edge at the half of a closely contested game. The Anchorage Herons trailed by 1 points at one stage before pulling away for good. Mercer came up with the go-ahead basket in the final stretch of the game. The Anchorage Herons were without regular contributor Rhodes. At one stretch of the game, the Anchorage Herons were ahead by 17 points."
169,100169,"Jaxon Holloway hit the go-ahead jumper late in the fourth as the Albuquerque Lancers, who never trailed, held off the host Grand Rapids Drifters 121-117 on November 25, 2025. Salazar's game-high 38 points paced the Lancers, Blackwood answered with 23 for Grand Rapids, and Albuquerque had led 65-64 at the break. Delgado dealt with foul trouble while Marlow cleaned up 12 rebounds to lead all players, with the winners' largest lead reaching only 6 points. Albuquerque's balance carried the night, with Holloway's late basket putting an exclamation point on a game the Lancers controlled throughout."
170,100170,"Kwame Ellison-Reyes hit the go-ahead jumper late in the fourth and finished with a team-high 11 assists as the Spokane Outlaws erased an early 5-point deficit to rout the visiting Tacoma Talons 126-102 on November 26, 2025. Ellison-Reyes also led Spokane with 28 points, Gallagher answered with 13 for Tacoma, and Spokane had already built a 62-50 halftime lead. The lead changed hands 4 times before the Outlaws took full control. Spokane's response after that early wobble set the tone for a comfortable win over the visiting Talons."
171,100171,"On November 26, 2025, the TUL and the RIC met, with the Richmond Kestrels on the road. The final score was Tulsa Admirals 116, Richmond Kestrels 112. Radford paced the Tulsa Admirals attack, scoring 21 points. Richmond Kestrels scorer Ashby put up 22 points. The Tulsa Admirals took a 61-50 lead into the locker room at the break. The Tulsa Admirals controlled the game from start to finish, never trailing. The go-ahead bucket late in the game came from Radford of the Tulsa Admirals. The Tulsa Admirals knocked down 17 shots from deep. The Tulsa Admirals led by up to 16 points along the way to the win."
172,100172,"The Austin Sentinels hosted the Baton Rouge Falcons on November 26, 2025. The final score was Austin Sentinels 118, Baton Rouge Falcons 104. Bellamy and Dalton was the top scorer for the Austin Sentinels, going for 21 points. Blackwood paced the Baton Rouge Falcons with 18 points despite the loss. The Austin Sentinels held a 63-52 edge at the half of a closely contested game. The Austin Sentinels did not trail at any point in the game. The Baton Rouge Falcons committed 17 turnovers. The Austin Sentinels' largest lead of the game was 22 points."
173,100173,"On the road on November 26, 2025, the ANC took on the ELP at the El Paso Ospreys' arena. The Anchorage Herons came away with a 112-109 victory over the El Paso Ospreys. For the winners, Wolfe scored 34 points. Sinclair led the El Paso Ospreys with 27 points in the loss. The El Paso Ospreys held a 53-51 edge at the half of a closely contested game. Down by as many as 3 points during the game, the Anchorage Herons still found a way to win. It was Fairbanks who put the Anchorage Herons ahead for good late in the fourth. Reserves for the Anchorage Herons scored 33 points. There were 16 lead changes over the course of the game."
174,100174,"The Boise Glaciers visited the Providence Skylarks on November 26, 2025. The Boise Glaciers won, 125-109, over the Providence Skylarks. Radford was the top scorer for the Boise Glaciers, going for 25 points. On the losing side, Jennings scored 25 points. At the break, the Boise Glaciers were up 69-48 after the opening two quarters. The Boise Glaciers were in front the entire game, never trailing once. Montgomery recorded a double-double at 19 points and 10 assists. Foul trouble was an issue at times for Donnelly and Sawyer."
175,100175,"On November 28, 2025, the Baton Rouge Falcons welcomed the Fresno Bison at home. The Fresno Bison topped the Baton Rouge Falcons, 133-127. Fresno Bison scorer Ellison finished with a game-high 41 points. On the losing side, Castellano and Navarro scored 28 points. The Fresno Bison held a 68-55 edge at the half of a closely contested game. The Fresno Bison overcame a 4-point deficit at one stage to win the game. The go-ahead bucket late in the game came from Mercer of the Fresno Bison. It finished as a 6-point game. At one stretch of the game, the Fresno Bison were ahead by 15 points."
176,100176,"Josiah Wakefield put the Bakersfield Wranglers ahead for good late in the fourth after they erased a 7-point deficit, edging the visiting Boise Glaciers 114-113 on November 28, 2025 in a game tied 55-55 at the break. Wakefield led Bakersfield with 22 points while McAllister answered with 41 for Boise. Wakefield, Mateo Pemberton and Samir Brennan all dealt with foul trouble, and Yates sat out for the Glaciers as the lead swung 7 times before the finish. It stayed a coin-flip contest deep into the fourth before Wakefield's late basket finally tilted things Bakersfield's way."
177,100177,"The Missoula Anchors hosted the Grand Rapids Drifters on November 28, 2025. The GRA beat the MIS, 122-121. Quigley paced the Grand Rapids Drifters attack, scoring 27 points. Thackeray scored 33 points to lead the Missoula Anchors. The Missoula Anchors took a 64-63 lead into the locker room at the break. The Grand Rapids Drifters trailed by 3 points at one stage before pulling away for good. Quigley came up with the go-ahead basket in the final stretch of the game. Oakley pulled down a game-high 21 rebounds. The Grand Rapids Drifters led by as many as 5 points at one stage of the game."
178,100178,"The Anchorage Herons hosted the Reno Ridgebacks on November 28, 2025. The final score was Anchorage Herons 130, Reno Ridgebacks 124. Wolfe led the Anchorage Herons with 34 points. For the Reno Ridgebacks, Jennings scored a team-high 26 points. The Anchorage Herons took a 63-60 lead into the locker room at the break. The Anchorage Herons trailed by 2 points at one stage before pulling away for good. Wolfe came up with the go-ahead basket in the final stretch of the game. Wolfe handed out 14 assists to lead all passers. The Anchorage Herons led by as many as 17 points at one stage of the game."
179,100179,"The Albuquerque Lancers visited the Honolulu Miners on November 28, 2025. The Honolulu Miners came away with a 118-116 victory over the Albuquerque Lancers. Sinclair paced the Honolulu Miners attack, scoring 35 points. Albuquerque Lancers scorer Salazar put up 19 points. At the break, the Honolulu Miners were up 61-56 after the opening two quarters. The Honolulu Miners trailed by 4 points at one stage before pulling away for good. Salazar provided the go-ahead points for the Honolulu Miners in the closing minutes. The Honolulu Miners made 10 three-pointers as a team. There were 17 lead changes over the course of the game."
180,100180,"On November 29, 2025, the Anchorage Herons traveled to face the Tulsa Admirals. The Anchorage Herons defeated the Tulsa Admirals by a score of 125-118. Rutledge was the top scorer for the Anchorage Herons, going for 32 points. For the Tulsa Admirals, Gentry scored a team-high 30 points. The Anchorage Herons held a 62-57 edge at the half of a closely contested game. The Anchorage Herons never trailed at any point in the game. Turnovers were an issue for the Tulsa Admirals, who had 12. Wolfe and Ocampo dealt with foul trouble over the course of the game."
181,100181,"On November 29, 2025, the AUS and the REN met, with the Reno Ridgebacks on the road. The Austin Sentinels won, 137-96, over the Reno Ridgebacks. Fairbanks was the top scorer for the Austin Sentinels, going for 29 points. On the losing side, Kirby scored 26 points. The Austin Sentinels led 67-51 at the half after two competitive quarters. The Austin Sentinels erased a 4-point hole along the way to close out the win. Fairbanks hit the go-ahead jumper late in the fourth quarter. 56 bench points helped the Austin Sentinels. The Austin Sentinels led by as many as 46 points at one stage of the game."
182,100182,"On November 29, 2025, the Missoula Anchors traveled to face the Baton Rouge Falcons. The Baton Rouge Falcons came away with a 138-133 victory over the Missoula Anchors. Baton Rouge Falcons scorer Thackeray and McAllister finished with a game-high 21 points. Missoula Anchors scorer Castellano put up 36 points. At the break, the Baton Rouge Falcons were up 67-61 after the opening two quarters. The Baton Rouge Falcons controlled the game from start to finish, never trailing. Navarro hit the go-ahead jumper late in the fourth quarter. Oakley posted a double-double with 16 points and 11 rebounds. Zimmer and Keller and Castellano picked up enough fouls during the game to be in foul trouble."
183,100183,"The El Paso Ospreys visited the Bakersfield Wranglers on November 29, 2025. The El Paso Ospreys defeated the Bakersfield Wranglers by a score of 114-92. For the winners, Zimmer scored 28 points. On the losing side, Wakefield scored 29 points. At the break, the El Paso Ospreys were up 57-51 after the opening two quarters. The El Paso Ospreys overcame a 4-point deficit at one stage to win the game. Hale hit the go-ahead jumper late in the fourth quarter. The El Paso Ospreys came out on top by 22 points. Foul trouble was an issue at times for Vance and Wakefield."
184,100184,"On the road on November 30, 2025, the BAT took on the BIR at the Birmingham Foxes' arena. The Baton Rouge Falcons won, 111-105, over the Birmingham Foxes. Castellano led the Baton Rouge Falcons with 30 points. For the Birmingham Foxes, Brennan scored a team-high 25 points. At halftime, the Baton Rouge Falcons were ahead 54-51 following the first two periods. The Baton Rouge Falcons erased a 4-point hole along the way to close out the win. Castellano provided the go-ahead points for the Baton Rouge Falcons in the closing minutes. The Baton Rouge Falcons were without regular contributor Bradford. The Baton Rouge Falcons built a lead as big as 9 points during the game."
185,100185,"On November 30, 2025, the NAS and the FRE met, with the Fresno Bison on the road. The Nashville Tempest came away with a 129-101 victory over the Fresno Bison. Abbott topped all scorers for the Nashville Tempest with 23 points. Ellison scored 31 points to lead the Fresno Bison. The Nashville Tempest led 61-49 at the half after two competitive quarters. Down by as many as 5 points during the game, the Nashville Tempest still found a way to win. It was Abbott who put the Nashville Tempest ahead for good late in the fourth. On the boards, Barnett finished with 19 rebounds. There were 13 lead changes over the course of the game."
186,100186,"On November 30, 2025, the Reno Ridgebacks traveled to face the Cheyenne Pioneers. The Cheyenne Pioneers came away with a 128-119 victory over the Reno Ridgebacks. Kirby led the Cheyenne Pioneers with 31 points. Kirby led the Reno Ridgebacks with 34 points in the loss. At halftime, the Cheyenne Pioneers were ahead 63-61 following the first two periods. The Cheyenne Pioneers did not trail at any point in the game. Jennings set the pace with 14 assists. Foul trouble limited Kirby and Kirby and Marlow for parts of the game."
187,100187,"On November 30, 2025, the SPO and the TUL met, with the Tulsa Admirals on the road. The Spokane Outlaws topped the Tulsa Admirals, 137-106. Ellison-Reyes was the top scorer for the Spokane Outlaws, going for 30 points. Tulsa Admirals scorer Carver put up 20 points. At the break, the Spokane Outlaws were up 66-54 after the opening two quarters. The Spokane Outlaws erased a 2-point hole along the way to close out the win. Ramsey provided the go-ahead points for the Spokane Outlaws in the closing minutes. The Spokane Outlaws hit 20 three-pointers. The Spokane Outlaws built a lead as big as 38 points during the game."
188,100188,"On November 30, 2025, the Des Moines Vultures traveled to face the Anchorage Herons. The Anchorage Herons topped the Des Moines Vultures, 117-100. Wolfe topped all scorers for the Anchorage Herons with 32 points. On the losing side, Larkin scored 25 points. At the break, the Anchorage Herons were up 55-49 after the opening two quarters. The Anchorage Herons trailed by 6 points at one stage before pulling away for good. Wolfe hit the go-ahead jumper late in the fourth quarter. 11 turnovers plagued the Des Moines Vultures. 11 lead changes kept the outcome in doubt until late in the game."
189,100189,"On December 1, 2025, the BIR and the AUS met, with the Austin Sentinels on the road. The BIR beat the AUS, 116-112. Barnett led the Birmingham Foxes with 20 points. Austin Sentinels scorer Pruitt put up 31 points. At halftime, the Birmingham Foxes were ahead 57-49 following the first two periods. The Birmingham Foxes controlled the game from start to finish, never trailing. The go-ahead bucket late in the game came from Brennan of the Birmingham Foxes. The Birmingham Foxes bench chipped in 42 points. The Birmingham Foxes opened up a 10-point advantage at one point in the game."
190,100190,"The Baton Rouge Falcons visited the Spokane Outlaws on December 1, 2025. The SPO beat the BAT, 132-111. Ellison-Reyes led the Spokane Outlaws with 33 points. Moreno led the Baton Rouge Falcons with 23 points in the loss. The Spokane Outlaws led 68-56 at the half after two competitive quarters. The Spokane Outlaws erased a 5-point hole along the way to close out the win. Carver delivered the decisive go-ahead score for the Spokane Outlaws down the stretch. The margin of victory was 21 points. The Spokane Outlaws opened up a 25-point advantage at one point in the game."
191,100191,"On December 1, 2025, the CHE and the HON met, with the Honolulu Miners on the road. The Honolulu Miners won, 143-135, over the Cheyenne Pioneers. For the winners, Sinclair scored 45 points. Kirby paced the Cheyenne Pioneers with 34 points despite the loss. The Honolulu Miners held a 69-67 edge at the half of a closely contested game. The Honolulu Miners were in front the entire game, never trailing once. The final margin was 8 points. Gallagher and Fairbanks and Sinclair and Hastings spent stretches of the game in foul trouble."
192,100192,"The Tulsa Admirals hosted the El Paso Ospreys on December 1, 2025. The Tulsa Admirals topped the El Paso Ospreys, 133-128. For the winners, Rutledge scored 29 points. El Paso Ospreys scorer Salazar put up 32 points. The El Paso Ospreys led 67-63 at the half after two competitive quarters. The Tulsa Admirals erased a 7-point hole along the way to close out the win. It was Radford who put the Tulsa Admirals ahead for good late in the fourth. There was no box score entry for Quigley of the El Paso Ospreys. Foul trouble limited Carver and Ocampo for parts of the game."
193,100193,"The Austin Sentinels hosted the Cheyenne Pioneers on December 2, 2025. The Cheyenne Pioneers came away with a 130-126 victory over the Austin Sentinels. Kirby topped all scorers for the Cheyenne Pioneers with 39 points. Fairbanks paced the Austin Sentinels with 22 points despite the loss. The Cheyenne Pioneers held a 66-56 edge at the half of a closely contested game. The Cheyenne Pioneers overcame a 5-point deficit at one stage to win the game. Thornton provided the go-ahead points for the Cheyenne Pioneers in the closing minutes. Marlow cleaned up 17 rebounds to lead all players. The Cheyenne Pioneers led by as many as 27 points at one stage of the game."
194,100194,"On December 2, 2025, the RAL and the FRE met, with the Fresno Bison on the road. The Raleigh Wardens came away with a 140-123 victory over the Fresno Bison. For the winners, Quigley scored 30 points. Pruitt led the Fresno Bison with 36 points in the loss. The Raleigh Wardens led 73-59 at the half after two competitive quarters. The Raleigh Wardens controlled the game from start to finish, never trailing. Dalton handed out 12 assists to lead all passers. Dalton and Quigley dealt with foul trouble over the course of the game."
195,100195,"The Spokane Outlaws never trailed on December 2, 2025, building a 74-42 halftime cushion at home over the Bakersfield Wranglers before cruising to a 138-89 win. Ellison-Reyes topped Spokane with 28 points, Wakefield answered with 16 for Bakersfield, and Spokane connected on 22 threes while stretching its advantage to a game-high 49 points. Spokane's shooting from deep buried Bakersfield early, and the home crowd never had a reason to worry the rest of the way. Spokane's depth made sure Bakersfield never got the contest closer than a comfortable distance all night long."
