note_id,game_id,player_id,team_id,note_date,status,text
457,100143,24219,908,2025-11-19,out,Bradford is out for the Fresno Bison matchup with a sprained ankle.
458,100162,24219,908,2025-11-24,out,Bradford (ankle) is out for this game against the Louisville Nomads.
459,100172,24219,908,2025-11-26,out,"Bradford misses the November 26, 2025 game against the Austin Sentinels (ankle)."
460,100175,24219,908,2025-11-28,out,"Ruled out for November 28, 2025, Bradford cites a sprained ankle."
461,100182,24219,908,2025-11-29,out,"Bradford will not play on November 29, 2025 because of a sprained ankle."
462,100184,24219,908,2025-11-30,out,"Due to a sprained ankle, Bradford is out against the Birmingham Foxes."
463,100190,24219,908,2025-12-01,out,Bradford (ankle) is out for this game against the Spokane Outlaws.
464,100197,24219,908,2025-12-03,out,Bradford (ankle) is out for this game against the Raleigh Wardens.
465,100225,24219,908,2025-12-08,out,Bradford is out for the Hartford Comets matchup with a sprained ankle.
466,100230,24219,908,2025-12-11,out,"Bradford misses the December 11, 2025 game against the Tacoma Talons (ankle)."
467,100237,24219,908,2025-12-14,out,"Bradford will not play on December 14, 2025 because of a sprained ankle."
468,100241,24219,908,2025-12-15,out,"Due to a sprained ankle, Bradford is out against the Providence Skylarks."
469,100252,24219,908,2025-12-18,out,"Due to a sprained ankle, Bradford is out against the Anchorage Herons."
470,100262,24219,908,2025-12-20,out,Bradford is out for the Cheyenne Pioneers matchup with a sprained ankle.
471,100273,24219,908,2025-12-23,out,Bradford (ankle) is out for this game against the Tulsa Admirals.
472,100289,24219,908,2025-12-27,out,"Bradford misses the December 27, 2025 game against the Missoula Anchors (ankle)."
473,100299,24219,908,2025-12-28,out,"Bradford misses the December 28, 2025 game against the El Paso Ospreys (ankle)."
474,100310,24219,908,2025-12-30,out,Bradford (ankle) is out for this game against the Anchorage Herons.
475,100313,24219,908,2025-12-31,out,"Bradford misses the December 31, 2025 game against the Louisville Nomads (ankle)."
476,100321,24219,908,2026-01-01,out,Bradford is out for the Anchorage Herons matchup with a sprained ankle.
477,100334,24219,908,2026-01-03,out,Bradford (ankle) is out for this game against the Cheyenne Pioneers.
478,100335,24219,908,2026-01-04,out,"Bradford will not play on January 4, 2026 because of a sprained ankle."
479,100343,24219,908,2026-01-05,out,Bradford (ankle) is out for this game against the Grand Rapids Drifters.
480,100351,24219,908,2026-01-07,out,Bradford (ankle) is out for this game against the Hartford Comets.
481,100368,24219,908,2026-01-10,out,"Ruled out for January 10, 2026, Bradford cites a sprained ankle."
482,100377,24219,908,2026-01-11,out,"Bradford misses the January 11, 2026 game against the Boise Glaciers (ankle)."
483,100383,24219,908,2026-01-12,out,Bradford (ankle) is out for this game against the Providence Skylarks.
484,100407,24219,908,2026-01-16,out,"Bradford misses the January 16, 2026 game against the Cheyenne Pioneers (ankle)."
485,100417,24219,908,2026-01-18,out,Bradford (ankle) is out for this game against the Newark Mustangs.
486,100425,24219,908,2026-01-19,out,Bradford (ankle) is out for this game against the Honolulu Miners.
487,100445,24219,908,2026-01-22,out,"Bradford will not play on January 22, 2026 because of a sprained ankle."
488,100451,24219,908,2026-01-23,out,Bradford (ankle) is out for this game against the Reno Ridgebacks.
489,100477,24219,908,2026-01-29,out,"Bradford will not play on January 29, 2026 because of a sprained ankle."
490,100484,24219,908,2026-01-30,out,"Bradford misses the January 30, 2026 game against the Tacoma Talons (ankle)."
491,100495,24219,908,2026-02-01,out,"Due to a sprained ankle, Bradford is out against the Albany Condors."
492,100511,24219,908,2026-02-03,out,Bradford (ankle) is out for this game against the Albuquerque Lancers.
493,100543,24219,908,2026-02-10,out,"Due to rest, Bradford is out against the Albuquerque Lancers."
494,100613,24219,908,2026-03-02,out,"Bradford misses the March 2, 2026 game against the Missoula Anchors (back)."
495,100118,24363,108,2025-11-14,out,Pruitt is out for the Jacksonville Cobras matchup with back spasms.
496,100160,24363,108,2025-11-23,out,"Due to knee soreness, Pruitt is out against the Columbus Voyagers."
497,100178,24363,108,2025-11-28,out,Pruitt is out for the Anchorage Herons matchup with knee soreness.
498,100201,24363,108,2025-12-03,out,"Due to rest, Pruitt is out against the Missoula Anchors."
499,100300,24363,108,2025-12-29,out,Pruitt is out for the Missoula Anchors matchup with back spasms.
500,100374,24363,108,2026-01-11,out,"Due to a sprained ankle, Pruitt is out against the Columbus Voyagers."
501,100423,24363,108,2026-01-19,out,"Due to concussion protocol, Pruitt is out against the Hartford Comets."
502,100451,24363,108,2026-01-23,out,"Pruitt will not play on January 23, 2026 because of a calf strain."
503,100458,24363,108,2026-01-25,out,"Due to knee soreness, Pruitt is out against the Newark Mustangs."
504,100483,24363,108,2026-01-30,out,Pruitt (concussion) is out for this game against the Bakersfield Wranglers.
505,100516,24363,108,2026-02-04,out,Pruitt is out for the Cincinnati Stallions matchup with personal reasons.
506,100521,24363,108,2026-02-05,out,Pruitt (personal) is out for this game against the Tulsa Admirals.
507,100554,24363,108,2026-02-12,out,"Pruitt will not play on February 12, 2026 because of a calf strain."
508,100615,24363,108,2026-03-02,out,"Pruitt will not play on March 2, 2026 because of a calf strain."
509,100690,24363,108,2026-03-16,out,"Ruled out for March 16, 2026, Pruitt cites personal reasons."
510,100732,24363,108,2026-03-23,out,"Ruled out for March 23, 2026, Pruitt cites a sprained ankle."
511,100757,24363,108,2026-03-27,out,"Pruitt will not play on March 27, 2026 because of a sprained ankle."
512,100780,24363,108,2026-03-31,out,"Due to rest, Pruitt is out against the Providence Skylarks."
513,100800,24363,108,2026-04-03,out,"Due to back spasms, Pruitt is out against the Tulsa Admirals."
514,100806,24363,108,2026-04-05,out,"Due to back spasms, Pruitt is out against the Missoula Anchors."
515,100102,24597,430,2025-11-11,out,"Oakley misses the November 11, 2025 game against the Spokane Outlaws (wrist)."
516,100216,24597,430,2025-12-06,out,"Oakley misses the December 6, 2025 game against the Tulsa Admirals (rest)."
517,100270,24597,430,2025-12-22,out,"Oakley misses the December 22, 2025 game against the Louisville Nomads (ankle)."
518,100271,24597,430,2025-12-23,out,Oakley (ankle) is out for this game against the Austin Sentinels.
519,100570,24597,430,2026-02-21,out,"Ruled out for February 21, 2026, Oakley cites hamstring tightness."
520,100008,26085,788,2025-10-23,out,"Due to back spasms, Fairbanks is out against the Missoula Anchors."
521,100019,26085,788,2025-10-25,out,Fairbanks is out for the Fresno Bison matchup with back spasms.
522,100035,26085,788,2025-10-28,out,Fairbanks is out for the Reno Ridgebacks matchup with back spasms.
523,100036,26085,788,2025-10-29,out,Fairbanks (back) is out for this game against the Bakersfield Wranglers.
524,100044,26085,788,2025-10-30,out,"Fairbanks misses the October 30, 2025 game against the Bakersfield Wranglers (back)."
525,100085,26085,788,2025-11-08,out,Fairbanks is out for the Louisville Nomads matchup with a sprained wrist.
526,100119,26085,788,2025-11-14,out,Fairbanks is out for the Richmond Kestrels matchup with personal reasons.
527,100132,26085,788,2025-11-17,out,"Ruled out for November 17, 2025, Fairbanks cites a calf strain."
528,100619,26085,788,2026-03-03,out,"Ruled out for March 3, 2026, Fairbanks cites hamstring tightness."
529,100627,26085,788,2026-03-05,out,"Fairbanks will not play on March 5, 2026 because of hamstring tightness."
530,100638,26085,788,2026-03-06,out,"Fairbanks will not play on March 6, 2026 because of hamstring tightness."
531,100660,26085,788,2026-03-10,out,"Fairbanks misses the March 10, 2026 game against the Columbus Voyagers (hamstring)."
532,100671,26085,788,2026-03-12,out,"Fairbanks will not play on March 12, 2026 because of hamstring tightness."
533,100676,26085,788,2026-03-13,out,"Ruled out for March 13, 2026, Fairbanks cites hamstring tightness."
534,100716,26085,788,2026-03-20,out,"Fairbanks misses the March 20, 2026 game against the Columbus Voyagers (concussion)."
535,100741,26085,788,2026-03-24,out,Fairbanks (concussion) is out for this game against the Tacoma Talons.
536,100758,26085,788,2026-03-27,out,"Fairbanks misses the March 27, 2026 game against the Buffalo Marshals (back)."
537,100787,26085,788,2026-04-01,out,"Due to back spasms, Fairbanks is out against the Austin Sentinels."
538,100792,26085,788,2026-04-02,out,"Fairbanks misses the April 2, 2026 game against the Anchorage Herons (back)."
539,100798,26085,788,2026-04-03,out,Fairbanks (back) is out for this game against the Honolulu Miners.
540,100810,26085,788,2026-04-06,out,"Due to back spasms, Fairbanks is out against the El Paso Ospreys."
541,100818,26085,788,2026-04-07,out,"Fairbanks misses the April 7, 2026 game against the Tulsa Admirals (back)."
542,100829,26085,788,2026-04-10,out,"Fairbanks misses the April 10, 2026 game against the Spokane Outlaws (back)."
543,100468,27556,604,2026-01-27,out,"Ruled out for January 27, 2026, Moreno cites a sprained ankle."
544,100833,27556,604,2026-04-10,out,"Moreno will not play on April 10, 2026 because of an illness."
545,100324,27682,386,2026-01-02,out,"Delgado misses the January 2, 2026 game against the Providence Skylarks (knee)."
546,100796,27682,386,2026-04-03,out,"Ruled out for April 3, 2026, Delgado cites a sprained ankle."
547,100081,28031,740,2025-11-07,out,"Due to rest, Sawyer is out against the Birmingham Foxes."
548,100318,28031,740,2025-12-31,out,"Due to knee soreness, Sawyer is out against the Newark Mustangs."
549,100656,28031,740,2026-03-10,out,Sawyer is out for the Louisville Nomads matchup with a sprained ankle.
550,100691,28031,740,2026-03-16,out,"Ruled out for March 16, 2026, Sawyer cites hamstring tightness."
551,100795,28031,740,2026-04-02,out,Sawyer is out for the Tulsa Admirals matchup with a sprained ankle.
552,100797,28031,740,2026-04-03,out,"Sawyer misses the April 3, 2026 game against the Richmond Kestrels (ankle)."
553,100819,28031,740,2026-04-08,out,"Due to rest, Sawyer is out against the Des Moines Vultures."
554,100827,28031,740,2026-04-10,out,"Due to rest, Sawyer is out against the Louisville Nomads."
555,100835,28031,740,2026-04-12,out,"Sawyer misses the April 12, 2026 game against the Hartford Comets (rest)."
556,100233,28911,486,2025-12-12,out,"Thackeray will not play on December 12, 2025 because of rest."
557,100261,28911,486,2025-12-20,out,"Ruled out for December 20, 2025, Thackeray cites a calf strain."
558,100357,28911,486,2026-01-07,out,"Due to back spasms, Thackeray is out against the Tulsa Admirals."
559,100371,28911,486,2026-01-10,out,Thackeray is out for the Boise Glaciers matchup with back spasms.
560,100443,28911,486,2026-01-22,out,"Thackeray will not play on January 22, 2026 because of an illness."
561,100452,28911,486,2026-01-23,out,"Thackeray misses the January 23, 2026 game against the Buffalo Marshals (illness)."
562,100505,28911,486,2026-02-03,out,Thackeray is out for the Nashville Tempest matchup with rest.
563,100514,28911,486,2026-02-04,out,"Thackeray misses the February 4, 2026 game against the Albuquerque Lancers (rest)."
564,100528,28911,486,2026-02-07,out,"Due to rest, Thackeray is out against the Columbus Voyagers."
565,100539,28911,486,2026-02-09,out,"Due to rest, Thackeray is out against the El Paso Ospreys."
566,100548,28911,486,2026-02-11,out,"Due to rest, Thackeray is out against the Anchorage Herons."
567,100557,28911,486,2026-02-19,out,"Due to rest, Thackeray is out against the Louisville Nomads."
568,100563,28911,486,2026-02-20,out,"Due to rest, Thackeray is out against the Bakersfield Wranglers."
569,100568,28911,486,2026-02-21,out,Thackeray is out for the Buffalo Marshals matchup with rest.
570,100577,28911,486,2026-02-22,out,"Due to rest, Thackeray is out against the Cincinnati Stallions."
571,100586,28911,486,2026-02-24,out,Thackeray is out for the Honolulu Miners matchup with rest.
572,100588,28911,486,2026-02-25,out,"Thackeray will not play on February 25, 2026 because of rest."
573,100598,28911,486,2026-02-26,out,Thackeray (rest) is out for this game against the Providence Skylarks.
574,100658,28911,486,2026-03-10,out,"Thackeray will not play on March 10, 2026 because of back spasms."
575,100682,28911,486,2026-03-14,out,"Ruled out for March 14, 2026, Thackeray cites back spasms."
576,100705,28911,486,2026-03-18,out,"Due to back spasms, Thackeray is out against the Baton Rouge Falcons."
577,100738,28911,486,2026-03-23,out,Thackeray is out for the Tacoma Talons matchup with back spasms.
578,100744,28911,486,2026-03-25,out,Thackeray (back) is out for this game against the Grand Rapids Drifters.
579,100796,28911,486,2026-04-03,out,Thackeray (personal) is out for this game against the Bakersfield Wranglers.
580,100805,28911,486,2026-04-05,out,"Ruled out for April 5, 2026, Thackeray cites personal reasons."
581,100005,29316,386,2025-10-22,out,"Due to a calf strain, Gallagher is out against the Anchorage Herons."
582,100066,29316,386,2025-11-03,out,Gallagher is out for the Des Moines Vultures matchup with hamstring tightness.
583,100093,29316,386,2025-11-09,out,"Gallagher will not play on November 9, 2025 because of hamstring tightness."
584,100183,29316,386,2025-11-29,out,"Gallagher will not play on November 29, 2025 because of knee soreness."
585,100305,29316,386,2025-12-29,out,"Ruled out for December 29, 2025, Gallagher cites a calf strain."
586,100617,29316,386,2026-03-03,out,"Gallagher will not play on March 3, 2026 because of concussion protocol."
587,100630,29316,386,2026-03-05,out,"Gallagher misses the March 5, 2026 game against the Columbus Voyagers (concussion)."
588,100638,29316,386,2026-03-06,out,"Gallagher misses the March 6, 2026 game against the Cheyenne Pioneers (concussion)."
589,100653,29316,386,2026-03-09,out,"Gallagher will not play on March 9, 2026 because of an illness."
590,100657,29316,386,2026-03-10,out,"Gallagher misses the March 10, 2026 game against the Richmond Kestrels (illness)."
591,100664,29316,386,2026-03-11,out,Gallagher is out for the Des Moines Vultures matchup with an illness.
592,100678,29316,386,2026-03-13,out,"Gallagher will not play on March 13, 2026 because of an illness."
593,100683,29316,386,2026-03-14,out,Gallagher (illness) is out for this game against the Albuquerque Lancers.
594,100706,29316,386,2026-03-18,out,Gallagher is out for the Buffalo Marshals matchup with an illness.
595,100709,29316,386,2026-03-19,out,"Gallagher misses the March 19, 2026 game against the Boise Glaciers (illness)."
596,100720,29316,386,2026-03-21,out,Gallagher (illness) is out for this game against the Tulsa Admirals.
597,100735,29316,386,2026-03-23,out,"Due to an illness, Gallagher is out against the Austin Sentinels."
598,100743,29316,386,2026-03-24,out,"Gallagher misses the March 24, 2026 game against the Grand Rapids Drifters (illness)."
599,100751,29316,386,2026-03-25,out,"Ruled out for March 25, 2026, Gallagher cites an illness."
600,100771,29316,386,2026-03-29,out,Gallagher (illness) is out for this game against the Nashville Tempest.
601,100796,29316,386,2026-04-03,out,Gallagher is out for the Spokane Outlaws matchup with hamstring tightness.
602,100830,29316,386,2026-04-10,out,"Ruled out for April 10, 2026, Gallagher cites a sprained ankle."
603,100021,29399,386,2025-10-26,out,Wakefield (knee) is out for this game against the Austin Sentinels.
604,100036,29399,386,2025-10-29,out,"Ruled out for October 29, 2025, Wakefield cites knee soreness."
605,100044,29399,386,2025-10-30,out,"Ruled out for October 30, 2025, Wakefield cites knee soreness."
606,100071,29399,386,2025-11-05,out,"Due to personal reasons, Wakefield is out against the Albuquerque Lancers."
607,100080,29399,386,2025-11-07,out,"Wakefield misses the November 7, 2025 game against the Fresno Bison (personal)."
608,100131,29399,386,2025-11-17,out,"Due to hamstring tightness, Wakefield is out against the Tacoma Talons."
609,100499,29399,386,2026-02-01,out,"Wakefield misses the February 1, 2026 game against the Honolulu Miners (ankle)."
610,100504,29399,386,2026-02-02,out,"Due to a sprained ankle, Wakefield is out against the Albuquerque Lancers."
611,100531,29399,386,2026-02-07,out,"Wakefield will not play on February 7, 2026 because of back spasms."
612,100536,29399,386,2026-02-09,out,"Ruled out for February 9, 2026, Wakefield cites back spasms."
613,100617,29399,386,2026-03-03,out,"Ruled out for March 3, 2026, Wakefield cites a calf strain."
614,100630,29399,386,2026-03-05,out,"Due to a calf strain, Wakefield is out against the Columbus Voyagers."
615,100638,29399,386,2026-03-06,out,Wakefield is out for the Cheyenne Pioneers matchup with a calf strain.
616,100648,29399,386,2026-03-08,out,Wakefield (calf) is out for this game against the Reno Ridgebacks.
617,100653,29399,386,2026-03-09,out,Wakefield is out for the Anchorage Herons matchup with a calf strain.
618,100657,29399,386,2026-03-10,out,"Wakefield misses the March 10, 2026 game against the Richmond Kestrels (calf)."
619,100664,29399,386,2026-03-11,out,Wakefield (calf) is out for this game against the Des Moines Vultures.
620,100678,29399,386,2026-03-13,out,"Due to a calf strain, Wakefield is out against the Albany Condors."
621,100683,29399,386,2026-03-14,out,Wakefield (calf) is out for this game against the Albuquerque Lancers.
622,100706,29399,386,2026-03-18,out,"Ruled out for March 18, 2026, Wakefield cites a calf strain."
623,100709,29399,386,2026-03-19,out,"Wakefield will not play on March 19, 2026 because of a calf strain."
624,100720,29399,386,2026-03-21,out,"Ruled out for March 21, 2026, Wakefield cites a calf strain."
625,100735,29399,386,2026-03-23,out,Wakefield is out for the Austin Sentinels matchup with a calf strain.
626,100743,29399,386,2026-03-24,out,"Ruled out for March 24, 2026, Wakefield cites a calf strain."
627,100751,29399,386,2026-03-25,out,Wakefield (calf) is out for this game against the Buffalo Marshals.
628,100796,29399,386,2026-04-03,out,"Ruled out for April 3, 2026, Wakefield cites an illness."
629,100043,29407,789,2025-10-30,out,Thackeray (calf) is out for this game against the Anchorage Herons.
630,100077,29407,789,2025-11-05,out,Thackeray is out for the Tulsa Admirals matchup with knee soreness.
631,100101,29407,789,2025-11-11,out,"Thackeray misses the November 11, 2025 game against the Albuquerque Lancers (ankle)."
632,100106,29407,789,2025-11-12,out,Thackeray (ankle) is out for this game against the Missoula Anchors.
633,100115,29407,789,2025-11-14,out,"Thackeray will not play on November 14, 2025 because of a sprained ankle."
634,100127,29407,789,2025-11-16,out,"Ruled out for November 16, 2025, Thackeray cites personal reasons."
635,100230,29407,789,2025-12-11,out,"Thackeray misses the December 11, 2025 game against the Baton Rouge Falcons (personal)."
636,100246,29407,789,2025-12-18,out,Thackeray (personal) is out for this game against the Buffalo Marshals.
637,100274,29407,789,2025-12-23,out,"Ruled out for December 23, 2025, Thackeray cites rest."
638,100399,29407,789,2026-01-15,out,Thackeray (ankle) is out for this game against the Richmond Kestrels.
639,100472,29407,789,2026-01-28,out,Thackeray (calf) is out for this game against the Raleigh Wardens.
640,100789,29407,789,2026-04-01,out,"Thackeray will not play on April 1, 2026 because of hamstring tightness."
641,100826,29407,789,2026-04-10,out,"Due to hamstring tightness, Thackeray is out against the Honolulu Miners."
642,100839,29407,789,2026-04-12,out,"Ruled out for April 12, 2026, Thackeray cites hamstring tightness."
643,100121,29507,430,2025-11-15,out,Thackeray is out for the Bakersfield Wranglers matchup with back spasms.
644,100227,29507,430,2025-12-08,out,Thackeray (knee) is out for this game against the Albany Condors.
645,100250,29507,430,2025-12-18,out,"Thackeray will not play on December 18, 2025 because of knee soreness."
646,100282,29507,430,2025-12-25,out,Thackeray (rest) is out for this game against the Spokane Outlaws.
647,100285,29507,430,2025-12-26,out,"Thackeray misses the December 26, 2025 game against the Louisville Nomads (rest)."
648,100289,29507,430,2025-12-27,out,Thackeray is out for the Baton Rouge Falcons matchup with rest.
649,100300,29507,430,2025-12-29,out,"Due to rest, Thackeray is out against the Reno Ridgebacks."
650,100315,29507,430,2025-12-31,out,"Thackeray will not play on December 31, 2025 because of rest."
651,100328,29507,430,2026-01-02,out,"Ruled out for January 2, 2026, Thackeray cites rest."
652,100345,29507,430,2026-01-05,out,"Thackeray will not play on January 5, 2026 because of rest."
653,100388,29507,430,2026-01-13,out,Thackeray is out for the Reno Ridgebacks matchup with concussion protocol.
654,100415,29507,430,2026-01-17,out,Thackeray (back) is out for this game against the Cheyenne Pioneers.
655,100437,29507,430,2026-01-21,out,"Thackeray misses the January 21, 2026 game against the Tulsa Admirals (hamstring)."
656,100446,29507,430,2026-01-23,out,"Thackeray misses the January 23, 2026 game against the El Paso Ospreys (hamstring)."
657,100479,29507,430,2026-01-29,out,Thackeray is out for the Tacoma Talons matchup with personal reasons.
658,100491,29507,430,2026-01-31,out,"Thackeray will not play on January 31, 2026 because of concussion protocol."
659,100623,29507,430,2026-03-04,out,Thackeray is out for the Fresno Bison matchup with rest.
660,100634,29507,430,2026-03-06,out,Thackeray is out for the Providence Skylarks matchup with rest.
661,100655,29507,430,2026-03-10,out,Thackeray is out for the Anchorage Herons matchup with rest.
662,100736,29507,430,2026-03-23,out,"Due to hamstring tightness, Thackeray is out against the Birmingham Foxes."
663,100799,29507,430,2026-04-03,out,"Thackeray will not play on April 3, 2026 because of knee soreness."
664,100806,29507,430,2026-04-05,out,"Thackeray misses the April 5, 2026 game against the Reno Ridgebacks (knee)."
665,100811,29507,430,2026-04-06,out,Thackeray (knee) is out for this game against the Albuquerque Lancers.
666,100820,29507,430,2026-04-08,out,Thackeray (knee) is out for this game against the Fresno Bison.
667,100834,29507,430,2026-04-12,out,Thackeray (knee) is out for this game against the Tulsa Admirals.
668,100368,30523,908,2026-01-10,out,Castellano (ankle) is out for this game against the Richmond Kestrels.
669,100644,30523,908,2026-03-08,out,Castellano is out for the Columbus Voyagers matchup with a sprained ankle.
670,100654,30523,908,2026-03-09,out,"Castellano will not play on March 9, 2026 because of a sprained ankle."
671,100691,30523,908,2026-03-16,out,Castellano (hamstring) is out for this game against the Boise Glaciers.
672,100705,30523,908,2026-03-18,out,"Due to a sprained ankle, Castellano is out against the Spokane Outlaws."
673,100814,30523,908,2026-04-07,out,Castellano (calf) is out for this game against the Grand Rapids Drifters.
674,100821,30523,908,2026-04-08,out,"Castellano misses the April 8, 2026 game against the Albuquerque Lancers (calf)."
675,100830,30523,908,2026-04-10,out,"Castellano misses the April 10, 2026 game against the Bakersfield Wranglers (calf)."
676,100016,32570,592,2025-10-24,out,"Due to rest, Rhodes is out against the Tacoma Talons."
677,100019,32570,592,2025-10-25,out,Rhodes is out for the Cheyenne Pioneers matchup with rest.
678,100030,32570,592,2025-10-27,out,"Rhodes misses the October 27, 2025 game against the Tulsa Admirals (rest)."
679,100040,32570,592,2025-10-29,out,"Ruled out for October 29, 2025, Rhodes cites rest."
680,100049,32570,592,2025-10-31,out,"Rhodes will not play on October 31, 2025 because of rest."
681,100060,32570,592,2025-11-03,out,Rhodes is out for the Cincinnati Stallions matchup with rest.
682,100078,32570,592,2025-11-06,out,"Ruled out for November 6, 2025, Rhodes cites knee soreness."
683,100080,32570,592,2025-11-07,out,"Rhodes will not play on November 7, 2025 because of knee soreness."
684,100100,32570,592,2025-11-10,out,Rhodes is out for the Honolulu Miners matchup with knee soreness.
685,100103,32570,592,2025-11-11,out,Rhodes (knee) is out for this game against the Bakersfield Wranglers.
686,100108,32570,592,2025-11-12,out,"Rhodes will not play on November 12, 2025 because of knee soreness."
687,100128,32570,592,2025-11-16,out,"Due to knee soreness, Rhodes is out against the Austin Sentinels."
688,100137,32570,592,2025-11-18,out,"Rhodes misses the November 18, 2025 game against the Raleigh Wardens (knee)."
689,100143,32570,592,2025-11-19,out,"Due to knee soreness, Rhodes is out against the Baton Rouge Falcons."
690,100156,32570,592,2025-11-22,out,Rhodes is out for the Spokane Outlaws matchup with knee soreness.
691,100158,32570,592,2025-11-23,out,"Rhodes misses the November 23, 2025 game against the Richmond Kestrels (knee)."
692,100185,32570,592,2025-11-30,out,Rhodes (personal) is out for this game against the Nashville Tempest.
693,100203,32570,592,2025-12-04,out,Rhodes (concussion) is out for this game against the Jacksonville Cobras.
694,100240,32570,592,2025-12-14,out,"Rhodes misses the December 14, 2025 game against the El Paso Ospreys (knee)."
695,100245,32570,592,2025-12-18,out,Rhodes (knee) is out for this game against the Boise Glaciers.
696,100304,32570,592,2025-12-29,out,"Ruled out for December 29, 2025, Rhodes cites rest."
697,100620,32570,592,2026-03-03,out,"Due to a sprained wrist, Rhodes is out against the Buffalo Marshals."
698,100061,33166,486,2025-11-03,out,"Ruled out for November 3, 2025, Brennan cites hamstring tightness."
699,100075,33166,486,2025-11-05,out,"Due to hamstring tightness, Brennan is out against the Austin Sentinels."
700,100095,33166,486,2025-11-10,out,"Due to hamstring tightness, Brennan is out against the Missoula Anchors."
701,100163,33166,486,2025-11-24,out,"Brennan will not play on November 24, 2025 because of an illness."
702,100170,33166,486,2025-11-26,out,Brennan is out for the Tacoma Talons matchup with an illness.
703,100187,33166,486,2025-11-30,out,"Ruled out for November 30, 2025, Brennan cites an illness."
704,100190,33166,486,2025-12-01,out,"Brennan misses the December 1, 2025 game against the Baton Rouge Falcons (illness)."
705,100274,33166,486,2025-12-23,out,Brennan (knee) is out for this game against the Tacoma Talons.
706,100287,33166,486,2025-12-26,out,"Ruled out for December 26, 2025, Brennan cites an illness."
707,100476,33166,486,2026-01-29,out,Brennan is out for the Albuquerque Lancers matchup with an illness.
708,100514,33166,486,2026-02-04,out,Brennan (hamstring) is out for this game against the Albuquerque Lancers.
709,100631,33166,486,2026-03-05,out,Brennan (calf) is out for this game against the Providence Skylarks.
710,100685,33166,486,2026-03-15,out,Brennan is out for the Birmingham Foxes matchup with back spasms.
711,100008,33364,788,2025-10-23,out,"Pruitt misses the October 23, 2025 game against the Missoula Anchors (calf)."
712,100019,33364,788,2025-10-25,out,"Ruled out for October 25, 2025, Pruitt cites a calf strain."
713,100035,33364,788,2025-10-28,out,"Pruitt misses the October 28, 2025 game against the Reno Ridgebacks (calf)."
714,100036,33364,788,2025-10-29,out,"Pruitt will not play on October 29, 2025 because of a calf strain."
715,100044,33364,788,2025-10-30,out,"Ruled out for October 30, 2025, Pruitt cites a calf strain."
716,100056,33364,788,2025-11-02,out,"Ruled out for November 2, 2025, Pruitt cites a calf strain."
717,100063,33364,788,2025-11-03,out,Pruitt (calf) is out for this game against the El Paso Ospreys.
718,100082,33364,788,2025-11-07,out,"Due to a calf strain, Pruitt is out against the Tacoma Talons."
719,100085,33364,788,2025-11-08,out,Pruitt (calf) is out for this game against the Louisville Nomads.
720,100090,33364,788,2025-11-09,out,"Pruitt will not play on November 9, 2025 because of a calf strain."
721,100119,33364,788,2025-11-14,out,"Ruled out for November 14, 2025, Pruitt cites a calf strain."
722,100126,33364,788,2025-11-16,out,"Ruled out for November 16, 2025, Pruitt cites a calf strain."
723,100132,33364,788,2025-11-17,out,"Pruitt will not play on November 17, 2025 because of a calf strain."
724,100144,33364,788,2025-11-19,out,Pruitt is out for the Jacksonville Cobras matchup with a calf strain.
725,100150,33364,788,2025-11-21,out,Pruitt (calf) is out for this game against the Grand Rapids Drifters.
726,100154,33364,788,2025-11-22,out,"Due to a calf strain, Pruitt is out against the Honolulu Miners."
727,100159,33364,788,2025-11-23,out,"Pruitt misses the November 23, 2025 game against the Des Moines Vultures (calf)."
728,100167,33364,788,2025-11-24,out,Pruitt is out for the Boise Glaciers matchup with a calf strain.
729,100186,33364,788,2025-11-30,out,Pruitt is out for the Reno Ridgebacks matchup with a calf strain.
730,100191,33364,788,2025-12-01,out,Pruitt is out for the Honolulu Miners matchup with a calf strain.
731,100199,33364,788,2025-12-03,out,"Ruled out for December 3, 2025, Pruitt cites a sprained ankle."
732,100213,33364,788,2025-12-05,out,"Ruled out for December 5, 2025, Pruitt cites a sprained ankle."
733,100231,33364,788,2025-12-11,out,"Ruled out for December 11, 2025, Pruitt cites a sprained ankle."
734,100251,33364,788,2025-12-18,out,Pruitt (wrist) is out for this game against the Louisville Nomads.
735,100262,33364,788,2025-12-20,out,"Due to a sprained wrist, Pruitt is out against the Baton Rouge Falcons."
736,100275,33364,788,2025-12-23,out,"Ruled out for December 23, 2025, Pruitt cites a sprained wrist."
737,100287,33364,788,2025-12-26,out,Pruitt is out for the Spokane Outlaws matchup with a sprained wrist.
738,100291,33364,788,2025-12-27,out,"Pruitt will not play on December 27, 2025 because of a sprained wrist."
739,100303,33364,788,2025-12-29,out,"Pruitt misses the December 29, 2025 game against the El Paso Ospreys (wrist)."
740,100317,33364,788,2025-12-31,out,"Ruled out for December 31, 2025, Pruitt cites a sprained wrist."
741,100326,33364,788,2026-01-02,out,"Due to a sprained wrist, Pruitt is out against the Tacoma Talons."
742,100334,33364,788,2026-01-03,out,"Pruitt misses the January 3, 2026 game against the Baton Rouge Falcons (wrist)."
743,100353,33364,788,2026-01-07,out,Pruitt (wrist) is out for this game against the Fresno Bison.
744,100358,33364,788,2026-01-08,out,"Due to a sprained wrist, Pruitt is out against the Raleigh Wardens."
745,100362,33364,788,2026-01-09,out,Pruitt (wrist) is out for this game against the Boise Glaciers.
